"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Slope County, ND"	"38087"	15	3007	Unreliable
	"Stark County, ND"	"38089"	1014	126700	800.3
	"Steele County, ND"	"38091"	71	7573	937.5
	"Stutsman County, ND"	"38093"	990	82617	1198.3
	"Towner County, ND"	"38095"	129	8597	1500.5
	"Traill County, ND"	"38097"	377	31991	1178.5
	"Walsh County, ND"	"38099"	549	42182	1301.5
	"Ward County, ND"	"38101"	2239	272317	822.2
	"Wells County, ND"	"38103"	252	15209	1656.9
	"Williams County, ND"	"38105"	935	150339	621.9
	"Adams County, OH"	"39001"	1629	110484	1474.4
	"Allen County, OH"	"39003"	4987	408974	1219.4
	"Ashland County, OH"	"39005"	2548	213953	1190.9
	"Ashtabula County, OH"	"39007"	5225	387760	1347.5
	"Athens County, OH"	"39009"	2206	262107	841.6
	"Auglaize County, OH"	"39011"	2216	182820	1212.1
	"Belmont County, OH"	"39013"	3852	266375	1446.1
	"Brown County, OH"	"39015"	2381	173862	1369.5
	"Butler County, OH"	"39017"	15165	1536808	986.8
	"Carroll County, OH"	"39019"	1449	107789	1344.3
	"Champaign County, OH"	"39021"	1807	155559	1161.6
	"Clark County, OH"	"39023"	7594	535854	1417.2
	"Clermont County, OH"	"39025"	8285	826792	1002.1
	"Clinton County, OH"	"39027"	2040	167867	1215.2
	"Columbiana County, OH"	"39029"	5690	406784	1398.8
	"Coshocton County, OH"	"39031"	1939	146127	1326.9
	"Crawford County, OH"	"39033"	2504	165720	1511.0
	"Cuyahoga County, OH"	"39035"	58748	4934695	1190.5
	"Darke County, OH"	"39037"	2712	204846	1323.9
	"Defiance County, OH"	"39039"	1771	151808	1166.6
	"Delaware County, OH"	"39041"	5392	841111	641.1
	"Erie County, OH"	"39043"	4187	296319	1413.0
	"Fairfield County, OH"	"39045"	6300	632774	995.6
	"Fayette County, OH"	"39047"	1532	114349	1339.8
	"Franklin County, OH"	"39049"	43330	5276304	821.2
	"Fulton County, OH"	"39051"	1904	168180	1132.1
	"Gallia County, OH"	"39053"	1661	119481	1390.2
	"Geauga County, OH"	"39055"	3791	374222	1013.0
	"Greene County, OH"	"39057"	6884	677176	1016.6
	"Guernsey County, OH"	"39059"	2151	155455	1383.7
	"Hamilton County, OH"	"39061"	33852	3270127	1035.2
	"Hancock County, OH"	"39063"	3369	302527	1113.6
	"Hardin County, OH"	"39065"	1529	125783	1215.6
	"Harrison County, OH"	"39067"	914	60242	1517.2
	"Henry County, OH"	"39069"	1335	107900	1237.3
	"Highland County, OH"	"39071"	2175	172827	1258.5
	"Hocking County, OH"	"39073"	1504	112839	1332.9
	"Holmes County, OH"	"39075"	1497	175860	851.2
	"Huron County, OH"	"39077"	2753	232728	1182.9
	"Jackson County, OH"	"39079"	1876	129783	1445.5
	"Jefferson County, OH"	"39081"	3959	260970	1517.0
	"Knox County, OH"	"39083"	2752	249061	1105.0
	"Lake County, OH"	"39085"	10993	919801	1195.1
	"Lawrence County, OH"	"39087"	3726	237511	1568.8
	"Licking County, OH"	"39089"	7527	708831	1061.9
	"Logan County, OH"	"39091"	2169	181682	1193.8
	"Lorain County, OH"	"39093"	13965	1243638	1122.9
	"Lucas County, OH"	"39095"	20238	1714835	1180.2
	"Madison County, OH"	"39097"	1832	178262	1027.7
	"Mahoning County, OH"	"39099"	13293	910475	1460.0
	"Marion County, OH"	"39101"	3329	259989	1280.4
	"Medina County, OH"	"39103"	6879	720716	954.5
	"Meigs County, OH"	"39105"	1346	91369	1473.1
	"Mercer County, OH"	"39107"	1782	164679	1082.1
	"Miami County, OH"	"39109"	5053	428241	1179.9
	"Monroe County, OH"	"39111"	804	54616	1472.1
	"Montgomery County, OH"	"39113"	27218	2127238	1279.5
	"Morgan County, OH"	"39115"	829	57722	1436.2
	"Morrow County, OH"	"39117"	1414	141262	1001.0
	"Muskingum County, OH"	"39119"	4341	344438	1260.3
	"Noble County, OH"	"39121"	606	57506	1053.8
	"Ottawa County, OH"	"39123"	2224	161800	1374.5
	"Paulding County, OH"	"39125"	875	74728	1170.9
	"Perry County, OH"	"39127"	1668	144597	1153.6
	"Pickaway County, OH"	"39129"	2685	233859	1148.1
	"Pike County, OH"	"39131"	1665	111229	1496.9
	"Portage County, OH"	"39133"	6565	650559	1009.1
	"Preble County, OH"	"39135"	2140	163551	1308.5
	"Putnam County, OH"	"39137"	1421	134949	1053.0
	"Richland County, OH"	"39139"	6396	484035	1321.4
	"Ross County, OH"	"39141"	3980	306437	1298.8
	"Sandusky County, OH"	"39143"	2944	234019	1258.0
	"Scioto County, OH"	"39145"	4725	299510	1577.6
	"Seneca County, OH"	"39147"	2681	220261	1217.2
	"Shelby County, OH"	"39149"	2163	193891	1115.6
	"Stark County, OH"	"39151"	19205	1481724	1296.1
	"Summit County, OH"	"39153"	25258	2160663	1169.0
	"Trumbull County, OH"	"39155"	11356	790201	1437.1
	"Tuscarawas County, OH"	"39157"	4866	367715	1323.3
	"Union County, OH"	"39159"	1786	236865	754.0
	"Van Wert County, OH"	"39161"	1399	112874	1239.4
	"Vinton County, OH"	"39163"	748	52168	1433.8
	"Warren County, OH"	"39165"	8135	943599	862.1
	"Washington County, OH"	"39167"	3155	239370	1318.0
	"Wayne County, OH"	"39169"	5210	463065	1125.1
	"Williams County, OH"	"39171"	1795	146626	1224.2
	"Wood County, OH"	"39173"	5087	523739	971.3
	"Wyandot County, OH"	"39175"	1125	87129	1291.2
	"Adair County, OK"	"40001"	1085	88186	1230.4
	"Alfalfa County, OK"	"40003"	266	22892	1162.0
	"Atoka County, OK"	"40005"	709	55420	1279.3
	"Beaver County, OK"	"40007"	241	21044	1145.2
	"Beckham County, OK"	"40009"	1053	86504	1217.3
	"Blaine County, OK"	"40011"	581	37808	1536.7
	"Bryan County, OK"	"40013"	2345	193183	1213.9
	"Caddo County, OK"	"40015"	1675	115107	1455.2
	"Canadian County, OK"	"40017"	4826	599137	805.5
	"Carter County, OK"	"40019"	2633	192994	1364.3
	"Cherokee County, OK"	"40021"	2221	195370	1136.8
	"Choctaw County, OK"	"40023"	944	58632	1610.0
	"Cimarron County, OK"	"40025"	95	8580	1107.2
	"Cleveland County, OK"	"40027"	9119	1139815	800.0
	"Coal County, OK"	"40029"	366	22189	1649.5
	"Comanche County, OK"	"40031"	4692	483369	970.7
	"Cotton County, OK"	"40033"	349	22794	1531.1
	"Craig County, OK"	"40035"	836	56836	1470.9
	"Creek County, OK"	"40037"	3721	286096	1300.6
	"Custer County, OK"	"40039"	1334	115335	1156.6
	"Delaware County, OK"	"40041"	2569	172014	1493.5
	"Dewey County, OK"	"40043"	281	19415	1447.3
	"Ellis County, OK"	"40045"	199	15471	1286.3
	"Garfield County, OK"	"40047"	3026	243707	1241.7
	"Garvin County, OK"	"40049"	1615	110904	1456.2
	"Grady County, OK"	"40051"	2575	223197	1153.7
	"Grant County, OK"	"40053"	264	17403	1517.0
	"Greer County, OK"	"40055"	305	22941	1329.5
	"Harmon County, OK"	"40057"	160	10431	1533.9
	"Harper County, OK"	"40059"	178	14707	1210.3
	"Haskell County, OK"	"40061"	709	50599	1401.2
	"Hughes County, OK"	"40063"	803	52866	1518.9
	"Jackson County, OK"	"40065"	1114	98089	1135.7
	"Jefferson County, OK"	"40067"	369	24023	1536.0
	"Johnston County, OK"	"40069"	596	43682	1364.4
	"Kay County, OK"	"40071"	2566	174247	1472.6
	"Kingfisher County, OK"	"40073"	675	63193	1068.2
	"Kiowa County, OK"	"40075"	590	34919	1689.6
	"Latimer County, OK"	"40077"	556	40568	1370.5
	"Le Flore County, OK"	"40079"	2786	199703	1395.1
	"Lincoln County, OK"	"40081"	1700	139887	1215.3
	"Logan County, OK"	"40083"	1716	192856	889.8
	"Love County, OK"	"40085"	523	40847	1280.4
	"McClain County, OK"	"40087"	1627	163155	997.2
	"McCurtain County, OK"	"40089"	1909	131079	1456.4
	"McIntosh County, OK"	"40091"	1391	78681	1767.9
	"Major County, OK"	"40093"	439	30431	1442.6
	"Marshall County, OK"	"40095"	908	67965	1336.0
	"Mayes County, OK"	"40097"	2152	164511	1308.1
	"Murray County, OK"	"40099"	830	55936	1483.8
	"Muskogee County, OK"	"40101"	3957	271579	1457.0
	"Noble County, OK"	"40103"	607	44646	1359.6
	"Nowata County, OK"	"40105"	554	40446	1369.7
	"Okfuskee County, OK"	"40107"	797	47621	1673.6
	"Oklahoma County, OK"	"40109"	32053	3198098	1002.3
	"Okmulgee County, OK"	"40111"	2288	153268	1492.8
	"Osage County, OK"	"40113"	2077	187261	1109.1
	"Ottawa County, OK"	"40115"	1883	124060	1517.8
	"Pawnee County, OK"	"40117"	937	65528	1429.9
	"Payne County, OK"	"40119"	2676	327334	817.5
	"Pittsburg County, OK"	"40121"	2695	174889	1541.0
	"Pontotoc County, OK"	"40123"	1960	153325	1278.3
	"Pottawatomie County, OK"	"40125"	3815	291267	1309.8
	"Pushmataha County, OK"	"40127"	746	44215	1687.2
	"Roger Mills County, OK"	"40129"	183	14379	1272.7
	"Rogers County, OK"	"40131"	3954	370753	1066.5
	"Seminole County, OK"	"40133"	1536	97332	1578.1
	"Sequoyah County, OK"	"40135"	2346	165824	1414.8
	"Stephens County, OK"	"40137"	2493	172608	1444.3
	"Texas County, OK"	"40139"	713	80432	886.5
	"Tillman County, OK"	"40141"	434	29056	1493.7
	"Tulsa County, OK"	"40143"	26424	2615090	1010.4
	"Wagoner County, OK"	"40145"	2949	327249	901.1
	"Washington County, OK"	"40147"	2813	207814	1353.6
	"Washita County, OK"	"40149"	612	43703	1400.4
	"Woods County, OK"	"40151"	440	35064	1254.8
	"Woodward County, OK"	"40153"	883	80057	1103.0
	"Baker County, OR"	"41001"	952	64698	1471.5
	"Benton County, OR"	"41003"	2500	371632	672.7
	"Clackamas County, OR"	"41005"	14451	1677454	861.5
	"Clatsop County, OR"	"41007"	1706	160834	1060.7
	"Columbia County, OR"	"41009"	2077	210483	986.8
	"Coos County, OR"	"41011"	3884	258298	1503.7
	"Crook County, OR"	"41013"	1103	98481	1120.0
	"Curry County, OR"	"41015"	1713	92348	1854.9
	"Deschutes County, OR"	"41017"	6365	793226	802.4
	"Douglas County, OR"	"41019"	6683	443991	1505.2
	"Gilliam County, OR"	"41021"	87	7756	1121.7
	"Grant County, OR"	"41023"	396	28735	1378.1
	"Harney County, OR"	"41025"	401	29468	1360.8
	"Hood River County, OR"	"41027"	757	93370	810.8
	"Jackson County, OR"	"41029"	10173	884196	1150.5
	"Jefferson County, OR"	"41031"	1050	98562	1065.3
	"Josephine County, OR"	"41033"	5324	350986	1516.9
	"Klamath County, OR"	"41035"	3610	273369	1320.6
	"Lake County, OR"	"41037"	461	31646	1456.7
	"Lane County, OR"	"41039"	15872	1527650	1039.0
	"Lincoln County, OR"	"41041"	2618	200516	1305.6
	"Linn County, OR"	"41043"	5832	519192	1123.3
	"Malheur County, OR"	"41045"	1347	123262	1092.8
	"Marion County, OR"	"41047"	12125	1393094	870.4
	"Morrow County, OR"	"41049"	395	46375	851.8
	"Multnomah County, OR"	"41051"	24551	3256009	754.0
	"Polk County, OR"	"41053"	3045	346807	878.0
	"Sherman County, OR"	"41055"	88	7090	1241.2
	"Tillamook County, OR"	"41057"	1351	108707	1242.8
	"Umatilla County, OR"	"41059"	3024	310970	972.4
	"Union County, OR"	"41061"	1247	106398	1172.0
	"Wallowa County, OR"	"41063"	360	28651	1256.5
	"Wasco County, OR"	"41065"	1341	105993	1265.2
	"Washington County, OR"	"41067"	14644	2406315	608.6
	"Wheeler County, OR"	"41069"	78	5472	1425.4
	"Yamhill County, OR"	"41071"	4099	429430	954.5
	"Adams County, PA"	"42001"	4484	411304	1090.2
	"Allegheny County, PA"	"42003"	57113	4857213	1175.8
	"Armstrong County, PA"	"42005"	3647	258322	1411.8
	"Beaver County, PA"	"42007"	9186	653821	1405.0
	"Bedford County, PA"	"42009"	2565	191698	1338.0
	"Berks County, PA"	"42011"	17183	1683350	1020.8
	"Blair County, PA"	"42013"	6837	486335	1405.8
	"Bradford County, PA"	"42015"	2948	241598	1220.2
	"Bucks County, PA"	"42017"	26194	2512439	1042.6
	"Butler County, PA"	"42019"	8741	754011	1159.3
	"Cambria County, PA"	"42021"	7875	519266	1516.6
	"Cameron County, PA"	"42023"	276	17599	1568.3
	"Carbon County, PA"	"42025"	3458	256571	1347.8
	"Centre County, PA"	"42027"	4380	648182	675.7
	"Chester County, PA"	"42029"	17005	2100553	809.5
	"Clarion County, PA"	"42031"	1946	153827	1265.1
	"Clearfield County, PA"	"42033"	4103	315867	1299.0
	"Clinton County, PA"	"42035"	1774	153230	1157.7
	"Columbia County, PA"	"42037"	3031	260104	1165.3
	"Crawford County, PA"	"42039"	4293	337086	1273.6
	"Cumberland County, PA"	"42041"	10242	1016507	1007.6
	"Dauphin County, PA"	"42043"	11129	1115144	998.0
	"Delaware County, PA"	"42045"	23219	2265004	1025.1
	"Elk County, PA"	"42047"	1566	119293	1312.7
	"Erie County, PA"	"42049"	12353	1078641	1145.2
	"Fayette County, PA"	"42051"	7667	515967	1485.9
	"Forest County, PA"	"42053"	379	28456	1331.9
	"Franklin County, PA"	"42055"	7090	621136	1141.5
	"Fulton County, PA"	"42057"	712	58055	1226.4
	"Greene County, PA"	"42059"	1918	143981	1332.1
	"Huntingdon County, PA"	"42061"	2096	179492	1167.7
	"Indiana County, PA"	"42063"	3944	335902	1174.2
	"Jefferson County, PA"	"42065"	2330	173282	1344.6
	"Juniata County, PA"	"42067"	1172	98705	1187.4
	"Lackawanna County, PA"	"42069"	11026	838445	1315.1
	"Lancaster County, PA"	"42071"	21912	2181665	1004.4
	"Lawrence County, PA"	"42073"	5059	341862	1479.8
	"Lebanon County, PA"	"42075"	6703	566433	1183.4
	"Lehigh County, PA"	"42077"	14717	1479022	995.0
	"Luzerne County, PA"	"42079"	17428	1269027	1373.3
	"Lycoming County, PA"	"42081"	5621	453381	1239.8
	"Mc Kean County, PA"	"42083"	2238	162259	1379.3
	"Mercer County, PA"	"42085"	6445	437197	1474.2
	"Mifflin County, PA"	"42087"	2518	184488	1364.9
	"Monroe County, PA"	"42089"	6624	680086	974.0
	"Montgomery County, PA"	"42091"	32464	3327257	975.7
	"Montour County, PA"	"42093"	954	72554	1314.9
	"Northampton County, PA"	"42095"	13157	1221876	1076.8
	"Northumberland County, PA"	"42097"	5036	362442	1389.5
	"Perry County, PA"	"42099"	1990	184835	1076.6
	"Philadelphia County, PA"	"42101"	62158	6325176	982.7
	"Pike County, PA"	"42103"	2375	223886	1060.8
	"Potter County, PA"	"42105"	934	66054	1414.0
	"Schuylkill County, PA"	"42107"	8138	564844	1440.8
	"Snyder County, PA"	"42109"	1593	161546	986.1
	"Somerset County, PA"	"42111"	4136	293231	1410.5
	"Sullivan County, PA"	"42113"	429	23963	1790.3
	"Susquehanna County, PA"	"42115"	2073	160929	1288.1
	"Tioga County, PA"	"42117"	2037	162116	1256.5
	"Union County, PA"	"42119"	1666	178296	934.4
	"Venango County, PA"	"42121"	2882	202590	1422.6
	"Warren County, PA"	"42123"	2218	156511	1417.2
	"Washington County, PA"	"42125"	10776	827817	1301.7
	"Wayne County, PA"	"42127"	2730	204963	1331.9
	"Westmoreland County, PA"	"42129"	19201	1393684	1377.7
	"Wyoming County, PA"	"42131"	1403	106954	1311.8
	"York County, PA"	"42133"	18430	1798227	1024.9
	"Bristol County, RI"	"44001"	2156	193828	1112.3
	"Kent County, RI"	"44003"	7477	657445	1137.3
	"Newport County, RI"	"44005"	3295	328296	1003.7
	"Providence County, RI"	"44007"	24063	2548109	944.3
	"Washington County, RI"	"44009"	5180	503248	1029.3
	"Abbeville County, SC"	"45001"	1372	97876	1401.8
	"Aiken County, SC"	"45003"	8274	686063	1206.0
	"Allendale County, SC"	"45005"	531	34253	1550.2
	"Anderson County, SC"	"45007"	10096	811746	1243.7
	"Bamberg County, SC"	"45009"	883	56153	1572.5
	"Barnwell County, SC"	"45011"	1155	83588	1381.8
	"Beaufort County, SC"	"45013"	7161	772149	927.4
	"Berkeley County, SC"	"45015"	7045	920972	765.0
	"Calhoun County, SC"	"45017"	811	58181	1393.9
	"Charleston County, SC"	"45019"	14085	1653273	851.9
	"Cherokee County, SC"	"45021"	3045	229010	1329.6
	"Chester County, SC"	"45023"	1961	128959	1520.6
	"Chesterfield County, SC"	"45025"	2421	182616	1325.7
	"Clarendon County, SC"	"45027"	1923	134275	1432.1
	"Colleton County, SC"	"45029"	2416	150299	1607.5
	"Darlington County, SC"	"45031"	3756	266438	1409.7
	"Dillon County, SC"	"45033"	1722	121812	1413.7
	"Dorchester County, SC"	"45035"	5401	654930	824.7
	"Edgefield County, SC"	"45037"	1156	108552	1064.9
	"Fairfield County, SC"	"45039"	1316	88867	1480.9
	"Florence County, SC"	"45041"	7221	551628	1309.0
	"Georgetown County, SC"	"45043"	3635	251635	1444.6
	"Greenville County, SC"	"45045"	19423	2102727	923.7
	"Greenwood County, SC"	"45047"	3593	283700	1266.5
	"Hampton County, SC"	"45049"	1064	74679	1424.8
	"Horry County, SC"	"45051"	17229	1429126	1205.6
	"Jasper County, SC"	"45053"	1217	122220	995.7
	"Kershaw County, SC"	"45055"	3187	267087	1193.2
	"Lancaster County, SC"	"45057"	4218	395244	1067.2
	"Laurens County, SC"	"45059"	3793	270253	1403.5
	"Lee County, SC"	"45061"	1082	67372	1606.0
	"Lexington County, SC"	"45063"	11330	1201674	942.9
	"McCormick County, SC"	"45065"	639	37733	1693.5
	"Marion County, SC"	"45067"	1906	122012	1562.1
	"Marlboro County, SC"	"45069"	1528	103678	1473.8
	"Newberry County, SC"	"45071"	1981	153850	1287.6
	"Oconee County, SC"	"45073"	4034	317950	1268.8
	"Orangeburg County, SC"	"45075"	4855	343795	1412.2
	"Pickens County, SC"	"45077"	5684	507787	1119.4
	"Richland County, SC"	"45079"	13654	1668437	818.4
	"Saluda County, SC"	"45081"	978	81647	1197.8
	"Spartanburg County, SC"	"45083"	14267	1286083	1109.3
	"Sumter County, SC"	"45085"	5124	425953	1202.9
	"Union County, SC"	"45087"	1729	108708	1590.5
	"Williamsburg County, SC"	"45089"	1909	120624	1582.6
	"York County, SC"	"45091"	9504	1133307	838.6
	"Aurora County, SD"	"46003"	158	11012	1434.8
	"Beadle County, SD"	"46005"	783	74362	1053.0
	"Bennett County, SD"	"46007"	156	13631	1144.5
	"Bon Homme County, SD"	"46009"	379	27577	1374.3
	"Brookings County, SD"	"46011"	839	141515	592.9
	"Brown County, SD"	"46013"	1513	155631	972.2
	"Brule County, SD"	"46015"	205	21034	974.6
	"Buffalo County, SD"	"46017"	131	7910	1656.1
	"Butte County, SD"	"46019"	473	41727	1133.6
	"Campbell County, SD"	"46021"	74	5513	1342.3
	"Charles Mix County, SD"	"46023"	482	37154	1297.3
	"Clark County, SD"	"46025"	153	15079	1014.7
	"Clay County, SD"	"46027"	420	56603	742.0
	"Codington County, SD"	"46029"	1127	112396	1002.7
	"Corson County, SD"	"46031"	224	16313	1373.1
	"Custer County, SD"	"46033"	403	35732	1127.8
	"Davison County, SD"	"46035"	941	79189	1188.3
	"Day County, SD"	"46037"	324	21619	1498.7
	"Deuel County, SD"	"46039"	182	17380	1047.2
	"Dewey County, SD"	"46041"	285	23374	1219.3
	"Douglas County, SD"	"46043"	185	11668	1585.5
	"Edmunds County, SD"	"46045"	190	15338	1238.8
	"Fall River County, SD"	"46047"	516	26887	1919.1
	"Faulk County, SD"	"46049"	135	9241	1460.9
	"Grant County, SD"	"46051"	383	28199	1358.2
	"Gregory County, SD"	"46053"	280	16835	1663.2
	"Haakon County, SD"	"46055"	103	7539	1366.2
	"Hamlin County, SD"	"46057"	289	24743	1168.0
	"Hand County, SD"	"46059"	194	12707	1526.7
	"Hanson County, SD"	"46061"	95	13807	688.1
	"Harding County, SD"	"46063"	32	5169	619.1
	"Hughes County, SD"	"46065"	760	69848	1088.1
	"Hutchinson County, SD"	"46067"	437	29235	1494.8
	"Hyde County, SD"	"46069"	95	5145	1846.5
	"Jackson County, SD"	"46071"	160	13293	1203.6
	"Jerauld County, SD"	"46073"	117	8026	1457.8
	"Jones County, SD"	"46075"	42	3707	1133.0
	"Kingsbury County, SD"	"46077"	249	19832	1255.5
	"Lake County, SD"	"46079"	420	50830	826.3
	"Lawrence County, SD"	"46081"	1058	104027	1017.0
	"Lincoln County, SD"	"46083"	1234	245973	501.7
	"Lyman County, SD"	"46085"	174	15196	1145.0
	"McCook County, SD"	"46087"	307	22172	1384.6
	"McPherson County, SD"	"46089"	141	9512	1482.3
	"Marshall County, SD"	"46091"	173	19815	873.1
	"Meade County, SD"	"46093"	922	113802	810.2
	"Mellette County, SD"	"46095"	112	8281	1352.5
	"Miner County, SD"	"46097"	137	8833	1551.0
	"Minnehaha County, SD"	"46099"	6564	779328	842.3
	"Moody County, SD"	"46101"	278	26205	1060.9
	"Pennington County, SD"	"46103"	4368	457356	955.1
	"Perkins County, SD"	"46105"	161	11451	1406.0
	"Potter County, SD"	"46107"	127	8686	1462.1
	"Roberts County, SD"	"46109"	481	41503	1159.0
	"Sanborn County, SD"	"46111"	106	9417	1125.6
	"Shannon County, SD"	"46113"	668	56626	1179.7
	"Spink County, SD"	"46115"	308	25509	1207.4
	"Stanley County, SD"	"46117"	86	12362	695.7
	"Sully County, SD"	"46119"	52	5565	934.4
	"Todd County, SD"	"46121"	448	41086	1090.4
	"Tripp County, SD"	"46123"	303	21673	1398.1
	"Turner County, SD"	"46125"	445	33544	1326.6
	"Union County, SD"	"46127"	555	63935	868.1
	"Walworth County, SD"	"46129"	299	21694	1378.3
	"Yankton County, SD"	"46135"	1024	91167	1123.2
	"Ziebach County, SD"	"46137"	96	10810	888.1
	"Anderson County, TN"	"47001"	4401	308576	1426.2
	"Bedford County, TN"	"47003"	2271	199109	1140.6
	"Benton County, TN"	"47005"	1161	64606	1797.0
	"Bledsoe County, TN"	"47007"	662	60265	1098.5
	"Blount County, TN"	"47009"	6586	533939	1233.5
	"Bradley County, TN"	"47011"	5260	432979	1214.8
	"Campbell County, TN"	"47013"	2623	159099	1648.7
	"Cannon County, TN"	"47015"	777	58834	1320.7
	"Carroll County, TN"	"47017"	1818	111345	1632.8
	"Carter County, TN"	"47019"	3446	225578	1527.6
	"Cheatham County, TN"	"47021"	1901	163308	1164.1
	"Chester County, TN"	"47023"	878	69437	1264.5
	"Claiborne County, TN"	"47025"	1900	127761	1487.2
	"Clay County, TN"	"47027"	505	30590	1650.9
	"Cocke County, TN"	"47029"	2466	144228	1709.8
	"Coffee County, TN"	"47031"	3025	227484	1329.8
	"Crockett County, TN"	"47033"	833	56918	1463.5
	"Cumberland County, TN"	"47035"	3932	243399	1615.5
	"Davidson County, TN"	"47037"	23232	2775083	837.2
	"Decatur County, TN"	"47039"	788	46571	1692.0
	"DeKalb County, TN"	"47041"	1149	82302	1396.1
	"Dickson County, TN"	"47043"	2586	216146	1196.4
	"Dyer County, TN"	"47045"	2203	147865	1489.9
	"Fayette County, TN"	"47047"	1920	164880	1164.5
	"Fentress County, TN"	"47049"	1194	74314	1606.7
	"Franklin County, TN"	"47051"	2259	169068	1336.1
	"Gibson County, TN"	"47053"	3089	196496	1572.0
	"Giles County, TN"	"47055"	1816	118027	1538.6
	"Grainger County, TN"	"47057"	1380	93595	1474.4
	"Greene County, TN"	"47059"	4329	277298	1561.1
	"Grundy County, TN"	"47061"	863	53743	1605.8
	"Hamblen County, TN"	"47063"	3681	259723	1417.3
	"Hamilton County, TN"	"47065"	16138	1475414	1093.8
	"Hancock County, TN"	"47067"	418	26155	1598.2
	"Hardeman County, TN"	"47069"	1353	99942	1353.8
	"Hardin County, TN"	"47071"	1765	102594	1720.4
	"Hawkins County, TN"	"47073"	3436	226866	1514.6
	"Haywood County, TN"	"47075"	999	68643	1455.4
	"Henderson County, TN"	"47077"	1545	112116	1378.0
	"Henry County, TN"	"47079"	2093	128815	1624.8
	"Hickman County, TN"	"47081"	1363	101015	1349.3
	"Houston County, TN"	"47083"	539	33048	1631.0
	"Humphreys County, TN"	"47085"	1127	74248	1517.9
	"Jackson County, TN"	"47087"	718	47272	1518.9
	"Jefferson County, TN"	"47089"	2917	219121	1331.2
	"Johnson County, TN"	"47091"	1109	71264	1556.2
	"Knox County, TN"	"47093"	20409	1886820	1081.7
	"Lake County, TN"	"47095"	434	28403	1528.0
	"Lauderdale County, TN"	"47097"	1282	102360	1252.4
	"Lawrence County, TN"	"47099"	2542	176740	1438.3
	"Lewis County, TN"	"47101"	747	49080	1522.0
	"Lincoln County, TN"	"47103"	1992	137563	1448.1
	"Loudon County, TN"	"47105"	2875	216942	1325.2
	"McMinn County, TN"	"47107"	3196	215495	1483.1
	"McNairy County, TN"	"47109"	1688	102918	1640.1
	"Macon County, TN"	"47111"	1237	98521	1255.6
	"Madison County, TN"	"47113"	4575	392309	1166.2
	"Marion County, TN"	"47115"	1611	115330	1396.9
	"Marshall County, TN"	"47117"	1643	138090	1189.8
	"Maury County, TN"	"47119"	4218	389907	1081.8
	"Meigs County, TN"	"47121"	760	49792	1526.3
	"Monroe County, TN"	"47123"	2772	187256	1480.3
	"Montgomery County, TN"	"47125"	6529	843445	774.1
	"Moore County, TN"	"47127"	311	25775	1206.6
	"Morgan County, TN"	"47129"	1092	85844	1272.1
	"Obion County, TN"	"47131"	1832	120598	1519.1
	"Overton County, TN"	"47133"	1430	89441	1598.8
	"Perry County, TN"	"47135"	517	32338	1598.7
	"Pickett County, TN"	"47137"	330	20252	1629.5
	"Polk County, TN"	"47139"	1105	67400	1639.5
	"Putnam County, TN"	"47141"	3758	320946	1170.9
	"Rhea County, TN"	"47143"	1891	133097	1420.8
	"Roane County, TN"	"47145"	3362	214204	1569.5
	"Robertson County, TN"	"47147"	3209	287375	1116.7
	"Rutherford County, TN"	"47149"	9744	1335697	729.5
	"Scott County, TN"	"47151"	1202	88287	1361.5
	"Sequatchie County, TN"	"47153"	734	60254	1218.2
	"Sevier County, TN"	"47155"	4959	394630	1256.6
	"Shelby County, TN"	"47157"	39575	3744964	1056.8
	"Smith County, TN"	"47159"	1018	80669	1261.9
	"Stewart County, TN"	"47161"	746	54994	1356.5
	"Sullivan County, TN"	"47163"	9391	633526	1482.3
	"Sumner County, TN"	"47165"	7607	769554	988.5
	"Tipton County, TN"	"47167"	2700	247016	1093.0
	"Trousdale County, TN"	"47169"	466	45206	1030.8
	"Unicoi County, TN"	"47171"	1306	71154	1835.5
	"Union County, TN"	"47173"	1081	80034	1350.7
	"Van Buren County, TN"	"47175"	430	23531	1827.4
	"Warren County, TN"	"47177"	2205	165365	1333.4
	"Washington County, TN"	"47179"	6603	518716	1273.0
	"Wayne County, TN"	"47181"	894	66279	1348.8
	"Weakley County, TN"	"47183"	1747	133411	1309.5
	"White County, TN"	"47185"	1641	109866	1493.6
	"Williamson County, TN"	"47187"	6068	960837	631.5
	"Wilson County, TN"	"47189"	5435	581542	934.6
	"Anderson County, TX"	"48001"	2939	231402	1270.1
	"Andrews County, TX"	"48003"	560	74591	750.8
	"Angelina County, TX"	"48005"	4230	347399	1217.6
	"Aransas County, TX"	"48007"	1509	94930	1589.6
	"Archer County, TX"	"48009"	373	34799	1071.9
	"Armstrong County, TX"	"48011"	127	7517	1689.5
	"Atascosa County, TX"	"48013"	2041	204911	996.0
	"Austin County, TX"	"48015"	1258	119965	1048.6
	"Bailey County, TX"	"48017"	264	27421	962.8
	"Bandera County, TX"	"48019"	1179	93658	1258.8
	"Bastrop County, TX"	"48021"	3131	358901	872.4
	"Baylor County, TX"	"48023"	273	14127	1932.5
	"Bee County, TX"	"48025"	1257	130178	965.6
	"Bell County, TX"	"48027"	10846	1458420	743.7
	"Bexar County, TX"	"48029"	62787	8043249	780.6
